Q1,Intro Test 1 Q1,Intro Test 2 Q1,Intro Test 2 Q2,Intro Test 3 Q1,Intro Test 3 Q2,Intro Test 3 Q3,Intro Test 4 Q1,Intro Test 4 Q2,Intro Test 4 Q3,Intro Test 4 Q4,wom 1 app,wom 1 power,wom 1 no,wom 1 yes,wom 1 trust you_1,wom 1 trust other_1,wom 1 agree_1,wom 1 agree_2,wom 1 agree_3,wom 1 agree_4,wom 1 agree_5,wom 1 agree_6,wom 1 agree_7,wom 1 agree_8,wom 1 agree_9,wom 1 agree_10,reg vis most,reg vis least,wom 2 app,wom 2 power,wom 2 no,wom 2 yes,wom 2 trust you_1,wom 2 trust other_1,wom 2 agree_1,wom 2 agree_2,wom 2 agree_3,wom 2 agree_4,wom 2 agree_5,wom 2 agree_6,wom 2 agree_7,wom 2 agree_8,wom 2 agree_9,wom 2 agree_10,wom 3 app,wom 3 power,wom 3 no,wom 3 yes,wom 3 trust you_1,wom 3 trust other_1,wom 3 agree_1,wom 3 agree_2,wom 3 agree_3,wom 3 agree_4,wom 3 agree_5,wom 3 agree_6,wom 3 agree_7,wom 3 agree_8,wom 3 agree_9,wom 3 agree_10,man 1 app,man 1 power,man 1 no,man 1 yes,man 1 trust you_1,man 1 trust other_1,man 1 agree_1,man 1 agree_2,man 1 agree_3,man 1 agree_4,man 1 agree_5,man 1 agree_6,man 1 agree_7,man 1 agree_8,man 1 agree_9,man 1 agree_10,man 2 app,man 2 power,man 2 no,man 2 yes,man 2 trust you_1,man 2 trust other_1,man 2 agree_1,man 2 agree_2,man 2 agree_3,man 2 agree_4,man 2 agree_5,man 2 agree_6,man 2 agree_7,man 2 agree_8,man 2 agree_9,man 2 agree_10,man 3 app,man 3 power,man 3 no,man 3 yes,man 3 trust you_1,man 3 trust other_1,man 3 agree_1,man 3 agree_2,man 3 agree_3,man 3 agree_4,man 3 agree_5,man 3 agree_6,man 3 agree_7,man 3 agree_8,man 3 agree_9,man 3 agree_10,percep decisions_1,percep output_1,percep other_1,fairness app a,fairness app b,fairness trust you_1,fairness trust other_1,fairness agree_1,fairness agree_2,fairness agree_3,fairness agree_4,fairness agree_5,fairness agree_6,fairness agree_7,fairness agree_8,fairness agree_9,fairness agree_10,discrimination yn,discrimination fact,fairness vis most,fairness vis least,age,gender,gender_4_TEXT,race,income,school,ml prof,FL_16_DO
I agree,"YES, you should wear a coat",rain,10 mph,"Temperature,Precipitation",,Temperature,"YES, you should wear a coat",70,"Temperature,Precipitation",Wind,NO,Sex,"Education,Hours Worked Per Week,Sex,Occupation",Age,1,1,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,The middle chart showing how far a factor was going towards yes or nw,The table on the right side,NO,Age,"Hours Worked Per Week,Age,Sex","Education,Occupation",1,2,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,YES,Education,Sex,"Education,Hours Worked Per Week,Age,Occupation",1,1,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,NO,Age,"Hours Worked Per Week,Age","Age,Sex",3,1,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,NO,Education,None of these,"Education,Hours Worked Per Week,Age,Sex,Occupation,None of these",1,2,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,NO,Education,Education,"Hours Worked Per Week,Sex",3,3,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,6,6,5,NO,YES,1,2,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,YES,"Age,Sex","The bars used in the center chart since they show very clearly that sex is the primary difference between these two applicants, so that must have been what the model used to formulate an idea.",The first one with the yes or no prediction bars didn't provide any insight into why the decision was made so that one was least helpful.,29,Woman/Female (Cis or Trans),,Black/African American,"$50,000 - $99,999",Bachelor's degree in college (4-year),Intermediate,Man2|Man1|Man3|Woman1|Woman2|Woman3
I agree,"YES, you should wear a coat",hail,,"Temperature,Precipitation",,Temperature,"YES, you should wear a coat",70,"Temperature,Precipitation",Wind,NO,Sex,"Education,Hours Worked Per Week,Sex,Occupation",Age,4,4,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Feature/Value,No/Yes,NO,Age,"Hours Worked Per Week,Age,Sex","Education,Occupation",4,4,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,YES,Education,Sex,"Education,Hours Worked Per Week,Age,Occupation",4,4,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,NO,Age,"Hours Worked Per Week,Age","Education,Sex,Occupation",4,4,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,YES,Education,None of these,"Education,Hours Worked Per Week,Age,Sex,Occupation",4,4,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,NO,Education,"Education,Age","Hours Worked Per Week,Sex,Occupation",4,4,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,3,5,3,NO,YES,4,4,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,YES,Sex,Feature/Value,No/Yes,55,Woman/Female (Cis or Trans),,White,"$0 - $49,999",Some college but no degree,No familiarity,Woman3|Woman1|Woman2|Man3|Man2|Man1
I agree,"YES, you should wear a coat",hail,,"Temperature,Precipitation",,Temperature,"YES, you should wear a coat",70,Temperature,Precipitation,NO,Sex,"Education,Hours Worked Per Week,Sex,Occupation",Age,2,2,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,reasons for no and value,feature,NO,Age,"Hours Worked Per Week,Age,Sex","Education,Occupation",2,2,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,YES,Education,Sex,"Education,Hours Worked Per Week,Age,Occupation",3,3,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,NO,Age,"Hours Worked Per Week,Age","Education,Sex,Occupation",2,2,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,YES,Education,None of these,"Education,Hours Worked Per Week,Age,Sex,Occupation",2,2,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,NO,Education,"Education,Age","Hours Worked Per Week,Sex,Occupation",2,2,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,4,4,4,NO,YES,2,2,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,YES,"Age,Sex",yes and no,not sure all useful but since shows the feature and vaule in the no and yes section don't find as useful,41,Man/Male (Cis or Trans),,White,"$0 - $49,999",Some college but no degree,Beginner,Woman3|Woman2|Man1|Woman1|Man3|Man2
I agree,"YES, you should wear a coat",hail,,"Temperature,Precipitation",,Temperature,"YES, you should wear a coat",70,"Temperature,Precipitation",Temperature,NO,Sex,Age,"Education,Hours Worked Per Week,Sex,Occupation",2,2,Disagree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Disagree,the prediction bar,the feature,NO,Education,"Education,Occupation","Hours Worked Per Week,Age,Sex",2,2,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Disagree,YES,Education,Sex,"Education,Hours Worked Per Week,Age,Occupation",2,2,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,NO,Age,"Hours Worked Per Week,Age","Education,Sex,Occupation",2,2,Disagree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Disagree,YES,Education,None of these,"Education,Hours Worked Per Week,Age,Sex,Occupation",2,2,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Disagree,NO,Education,"Education,Age","Hours Worked Per Week,Sex,Occupation",2,2,Disagree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Disagree,4,4,5,NO,YES,2,2,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Disagree,NO,,prediction,feature,52,Woman/Female (Cis or Trans),,Hispanic/Latinx,"$100,000+",Some college but no degree,No familiarity,Woman2|Man1|Man2|Man3|Woman1|Woman3
I agree,"YES, you should wear a coat",hail,,Temperature,Wind,Temperature,"YES, you should wear a coat",70,"Temperature,Precipitation",Wind,NO,Sex,"Education,Hours Worked Per Week,Sex,Occupation",Age,1,1,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,yes or no prediction on the left,"the graph with no bar on the left, yes bar on the right is the most difficult to read",NO,Age,"Hours Worked Per Week,Age,Sex","Education,Occupation",1,2,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,YES,Education,Sex,"Education,Hours Worked Per Week,Age,Occupation",2,3,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,NO,Age,"Hours Worked Per Week,Age","Education,Sex,Occupation",1,2,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,YES,Education,None of these,"Education,Hours Worked Per Week,Age,Sex,Occupation",3,4,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Disagree,NO,Education,"Education,Age","Hours Worked Per Week,Sex,Occupation",1,2,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,6,6,3,NO,YES,2,2,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,YES,Sex,the feature with the value,the loan prediction,39,Woman/Female (Cis or Trans),,White,"$0 - $49,999",Associate degree in college (2-year),Beginner,Woman2|Man3|Man1|Woman3|Woman1|Man2
I agree,"YES, you should wear a coat",hail,,"Temperature,Precipitation",,Temperature,"YES, you should wear a coat",70,"Temperature,Precipitation",Wind,NO,Sex,"Education,Hours Worked Per Week,Sex,Occupation",Age,2,2,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,I found the middle graph the most useful in comparing the different variables.,"While I think all of them are useful, I find the 3rd one the least useful overall",NO,Age,"Hours Worked Per Week,Age,Sex","Education,Occupation",2,2,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,YES,Education,Sex,"Education,Hours Worked Per Week,Age,Occupation",2,2,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Agree,NO,Age,"Hours Worked Per Week,Age","Education,Sex,Occupation",2,2,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,YES,Education,None of these,"Education,Hours Worked Per Week,Age,Sex,Occupation",3,3,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Agree,NO,Education,"Education,Age","Hours Worked Per Week,Sex,Occupation",2,2,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Agree,4,3,3,NO,YES,1,1,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,YES,"Age,Sex",I found the middle graph the most useful,I found the 3rd feature the least useful,28,Woman/Female (Cis or Trans),,White,"$0 - $49,999",Associate degree in college (2-year),Beginner,Man2|Man3|Woman3|Man1|Woman1|Woman2
I agree,"YES, you should wear a coat",hail,,"Temperature,Precipitation",,Temperature,"YES, you should wear a coat",70,"Temperature,Precipitation",Wind,NO,Sex,"Education,Hours Worked Per Week,Sex,Occupation",Age,1,3,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,The design aspect that I found to be the most useful was the summary between the no and yes predictions. ,I did not find any design aspects to be least useful than any other. ,NO,Age,"Hours Worked Per Week,Age,Sex","Education,Occupation",5,2,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,YES,Education,Sex,"Education,Hours Worked Per Week,Age,Occupation",4,3,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,NO,Age,"Hours Worked Per Week,Age","Education,Sex,Occupation",5,4,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,YES,Education,None of these,"Education,Hours Worked Per Week,Age,Sex,Occupation",5,3,Disagree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,NO,Education,"Education,Age","Hours Worked Per Week,Sex,Occupation",5,5,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,2,3,4,NO,YES,4,3,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,YES,Sex,The design aspect that i found to be most useful was the gender feature and its value.,I did not find any design aspects of the given visualization to be less useful than any other. ,41,Man/Male (Cis or Trans),,Hispanic/Latinx,"$0 - $49,999",High school graduate (high school diploma or equivalent including GED),No familiarity,Woman2|Man2|Woman1|Man3|Woman3|Man1
I agree,"YES, you should wear a coat",hail,,"Temperature,Precipitation",,Temperature,"YES, you should wear a coat",70,"Temperature,Precipitation",Wind,NO,Occupation,"Education,Hours Worked Per Week,Sex,Occupation",Age,2,2,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,the middle bar graph,The table.,NO,Age,"Hours Worked Per Week,Age,Sex","Hours Worked Per Week,Occupation",3,2,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,YES,Education,Sex,"Education,Hours Worked Per Week,Age,Occupation,None of these",4,4,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,NO,Age,"Hours Worked Per Week,Age","Education,Sex,Occupation",5,4,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,YES,Education,None of these,"Education,Hours Worked Per Week,Age,Sex,Occupation",4,4,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,NO,Education,"Education,Age","Hours Worked Per Week,Sex,Occupation,None of these",2,3,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,5,5,6,NO,YES,4,4,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,YES,Sex,The middle bar graph,The table.,40,Man/Male (Cis or Trans),,Asian,"$50,000 - $99,999","Professional degree (JD, MD, PhD)",Beginner,Man1|Woman2|Woman1|Woman3|Man3|Man2
I agree,"YES, you should wear a coat",hail,,"Temperature,Precipitation",,Temperature,"YES, you should wear a coat",70,"Temperature,Precipitation",Wind,NO,Sex,"Education,Occupation",None of these,1,1,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Education ,Occupation,NO,Occupation,"Hours Worked Per Week,Age,Sex",None of these,1,1,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,YES,Sex,"Hours Worked Per Week,Occupation","Education,Age,Sex",3,3,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,NO,Education,"Education,Sex",None of these,1,1,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,YES,Education,None of these,"Education,Hours Worked Per Week,Age,Sex,Occupation",6,6,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,NO,Education,"Age,Occupation",Education,1,1,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,6,6,6,NO,YES,4,4,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,YES,Occupation,Education ,Occupation ,30,Man/Male (Cis or Trans),,White,"$50,000 - $99,999",Bachelor's degree in college (4-year),Expert,Woman2|Man1|Woman3|Man3|Man2|Woman1
I agree,"YES, you should wear a coat",hail,,"Temperature,Precipitation",,Temperature,"YES, you should wear a coat",70,"Temperature,Precipitation",Wind,YES,Sex,"Education,Hours Worked Per Week,Sex",Age,5,4,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,the feature and value tables were very helpful in making the visualization self explanatory,i wouldn't tag any aspect of this visualization ''not useful'. All design aspects of the visualization were key in interpreting the logical reason behind the model's response. ,NO,Age,"Hours Worked Per Week,Age,Sex","Education,Occupation",4,4,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,YES,Education,Sex,"Education,Hours Worked Per Week,Age,Occupation",5,5,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,NO,Age,"Hours Worked Per Week,Age","Sex,Occupation",5,5,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,YES,Education,None of these,"Education,Hours Worked Per Week,Age,Sex,Occupation",5,5,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,NO,Education,"Education,Age","Hours Worked Per Week,Sex,Occupation",5,5,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,5,6,6,NO,YES,1,2,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,YES,Sex,"the feature and value table were most useful, coloring the most weight bearing feature blue made me easily spot how biased the model was","none really, all design aspects were useful",40,Man/Male (Cis or Trans),,White,"$100,000+",Bachelor's degree in college (4-year),Beginner,Man3|Man2|Man1|Woman2|Woman1|Woman3
I agree,"YES, you should wear a coat",hail,,"Temperature,Precipitation",,Temperature,"YES, you should wear a coat",70,"Temperature,Precipitation",Temperature,NO,Sex,"Education,Hours Worked Per Week,Sex,Occupation",Age,1,1,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,The feather & Value Chart,No & Yes Chart,NO,Age,"Hours Worked Per Week,Age,Sex","Education,Occupation",2,2,Agree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,YES,Education,Sex,"Education,Hours Worked Per Week,Age,Occupation",1,1,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Agree,NO,Age,"Hours Worked Per Week,Age","Education,Sex,Occupation",3,2,Agree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,YES,Education,None of these,"Education,Hours Worked Per Week,Age,Sex,Occupation",3,3,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,NO,Education,"Education,Age","Hours Worked Per Week,Sex,Occupation",3,3,Agree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Agree,6,6,5,NO,YES,3,2,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,YES,"Age,Sex",Feature & Value Chart,No & Yes Chart,28,Woman/Female (Cis or Trans),,White,"$100,000+",Bachelor's degree in college (4-year),Beginner,Man1|Man3|Woman3|Woman1|Man2|Woman2
I agree,"YES, you should wear a coat",hail,,"Temperature,Precipitation",,Temperature,"YES, you should wear a coat",70,"Temperature,Precipitation",Wind,NO,Sex,"Education,Hours Worked Per Week,Sex,Occupation",Age,2,2,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,The unit that shows the length of the each of the bars in the middle chart. ,The description of age in the middle table. Unclear why the age range is 33 to 37. Why have a range if we know the age =37. The Hours range is the same situation and least useful.,NO,Age,"Hours Worked Per Week,Age,Sex","Education,Occupation",1,2,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,YES,Education,Sex,"Education,Hours Worked Per Week,Age,Occupation",1,2,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,NO,Age,"Hours Worked Per Week,Age","Education,Sex,Occupation",1,2,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,YES,Education,None of these,"Education,Hours Worked Per Week,Age,Sex,Occupation",1,2,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,NO,Education,"Education,Age","Hours Worked Per Week,Sex,Occupation",3,3,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,2,4,2,NO,YES,1,2,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,YES,Sex,The color coding between blue and orange in all the visualizations. ,The ranges in the middle visualization for the Age and Hours. ,24,Woman/Female (Cis or Trans),,Asian,"$100,000+",Bachelor's degree in college (4-year),Beginner,Man3|Woman1|Woman2|Man2|Man1|Woman3
I agree,"YES, you should wear a coat",hail,,"Temperature,Precipitation",,Temperature,"YES, you should wear a coat",70,"Temperature,Precipitation",Wind,NO,Sex,"Education,Hours Worked Per Week,Sex,Occupation",Age,1,1,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,The color coded bars indicating which factors led the computer towards a ‘no’ answer ,The numbers in the middle graph ,NO,Age,"Hours Worked Per Week,Age,Sex","Education,Occupation",2,2,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,YES,Education,Sex,"Education,Hours Worked Per Week,Age,Occupation",3,2,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,NO,Age,"Hours Worked Per Week,Age","Education,Sex,Occupation",3,3,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Disagree,YES,Education,None of these,"Education,Hours Worked Per Week,Age,Sex,Occupation",3,2,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,NO,Education,"Education,Age","Hours Worked Per Week,Sex,Occupation",3,2,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,5,5,4,NO,YES,2,2,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,YES,Sex,The colors indicating when the model was pushed towards a ‘no’ answer ,The numbers in the middle graph under each feature ,32,Woman/Female (Cis or Trans),,White,"$100,000+",Master's degree,No familiarity,Woman1|Woman2|Man2|Woman3|Man3|Man1
I agree,"NO, do not wear a coat",hail,,"Temperature,Precipitation",,Temperature,"YES, you should wear a coat",70,Wind,Temperature,NO,Sex,"Education,Hours Worked Per Week,Sex,Occupation",Age,2,3,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Prediction,Feature/Value,NO,Age,"Hours Worked Per Week,Age,Sex","Education,Occupation",3,4,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,YES,Education,Sex,"Education,Hours Worked Per Week,Age,Occupation",4,4,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,NO,Age,"Hours Worked Per Week,Age","Education,Sex,Occupation",3,4,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,YES,Education,None of these,"Education,Hours Worked Per Week,Age,Sex,Occupation",3,4,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,NO,Education,"Education,Age","Hours Worked Per Week,Sex,Occupation",3,4,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,6,6,2,NO,YES,1,2,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,YES,Sex,Feature/Value,Prediction,55,Woman/Female (Cis or Trans),,White,"$50,000 - $99,999",Associate degree in college (2-year),Beginner,Woman3|Man2|Woman2|Man1|Man3|Woman1
I agree,"YES, you should wear a coat",hail,,Precipitation,Wind,Temperature,"YES, you should wear a coat",70,Wind,Wind,NO,Sex,"Education,Hours Worked Per Week,Sex,Occupation",Age,3,3,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,the design concept was clear and visible,I found all aspects useful,NO,Age,"Hours Worked Per Week,Age,Sex","Education,Occupation",3,4,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,YES,Education,Sex,"Education,Hours Worked Per Week,Age,Occupation",4,4,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,NO,Age,"Hours Worked Per Week,Age","Education,Sex,Occupation",4,4,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,YES,Education,None of these,"Education,Hours Worked Per Week,Age,Sex,Occupation",5,5,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,NO,Education,Education,Sex,4,4,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,4,4,4,YES,YES,4,4,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,YES,Sex,How clear the visualization was,i found everything useful,26,Man/Male (Cis or Trans),,Black/African American,"$100,000+",Bachelor's degree in college (4-year),Intermediate,Man3|Man2|Woman3|Man1|Woman1|Woman2
I agree,"YES, you should wear a coat",hail,,Wind,Wind,Temperature,"YES, you should wear a coat",70,"Temperature,Precipitation",Wind,NO,Sex,"Education,Hours Worked Per Week,Sex",Age,2,2,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Bar graph,The grid on the right,NO,Age,"Hours Worked Per Week,Age,Sex","Education,Occupation",5,5,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,YES,Education,Sex,"Education,Age,Sex,Occupation",4,4,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,NO,Age,"Hours Worked Per Week,Age","Sex,Occupation",3,3,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,YES,Education,None of these,"Education,Hours Worked Per Week,Age,Sex,Occupation",3,3,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Disagree,NO,Education,Education,"Hours Worked Per Week,Sex",2,2,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,5,6,5,NO,YES,2,2,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,YES,Sex,Middle bar graph,Grid ,33,Woman/Female (Cis or Trans),,White,"$50,000 - $99,999",Bachelor's degree in college (4-year),No familiarity,Woman2|Man3|Woman3|Woman1|Man2|Man1
